code	name	safename
MIR	MIR COIN	mir-coin
PLC	PLATINCOIN	platincoin
MXM	Maximine Coin	maximine-coin
FIL	Filecoin [Fut...	filecoin
ONG	ONG	ong
KNOW	KNOW	know
PLY	PlayCoin [QRC20]	playcoin
ATP	Atlas Protocol	atlas-protocol
SBTC	Super Bitcoin	super-bitcoin
EDU	EduCoin	edu-coin
ETZ	Ether Zero	ether-zero
DACC	DACC	dacc
FAIR	FairGame	fairgame
DFT	DigiFinexToken	digifinextoken
SHE	ShineChain	shinechain
TOPC	TopChain	topchain
GST	Game Stars	game-stars
HIT	HitChain	hitchain
FTO	FuturoCoin	futurocoin
MOF	Molecular Future	molecular-future
HDAC	Hdac	hdac
LIGHT	LightChain	lightchain
BUT	BitUP Token	bitup-token
HQT	HyperQuant	hyperquant
USE	Usechain Token	usechain-token
ELI	Eligma Token	eligma-token
YCC	Yuan Chain Coin	yuan-chain-coin
LBTC	Lightning Bit...	lightning-bitcoin
VNX	VisionX	visionx
PNT	Penta	penta
MBC	MicroBitcoin	microbitcoin
ACDC	Volt	volt
PTN	PalletOne	palletone
GVE	Globalvillage...	globalvillage-ecosystem
BAAS	BaaSid	baasid
STC	StarChain	starchain
STACS	STACS	stacs
MT	MyToken	mytoken
GET	Themis	themis
WIKI	Wiki Token	wiki-token
FOIN	FOIN	foin
VEST	VestChain	vestchain
CAR	CarBlock	carblock
KBC	Karatgold Coin	karatgold-coin
OF	OFCOIN	ofcoin
DPN	DIPNET	dipnet
ADK	Aidos Kuneen	aidos-kuneen
CSM	Consentium	consentium
PC	Promotion Coin	promotion-coin
AVH	Animation Vis...	animation-vision-cash
CARAT	CARAT	carat
WIN	WinToken	wintoken
VTHO	VeThor Token	vethor-token
WXC	WXCOINS	wxcoins
UC	YouLive Coin	youlive-coin
ABDT	Atlantis Blue...	atlantis-blue-digital-token
UCT	Ubique Chain ...	ubique-chain-of-things
ESS	Essentia	essentia
MESSE	MESSE TOKEN	messe-token
MEET	CoinMeet	coinmeet
UBTC	United Bitcoin	united-bitcoin
SEER	SEER	seer
B2X	SegWit2x	segwit2x
IIC	Intelligent I...	intelligent-investment-chain
IOV	Carlive Chain	carlive-chain
BKBT	BeeKan	beekan
EGCC	Engine	engine
XUC	Exchange Union	exchange-union
YOU	YOU COIN	you-coin
INSUR	InsurChain	insurchain
INC	Influence Chain	influence-chain
GSE	GSENetwork	gsenetwork
WETH	WETH	weth
TOS	ThingsOperati...	thingsoperatingsystem
SCC	StockChain	stockchain
SDS	Alchemint Sta...	alchemint-standards
CRE	Cybereits	cybereits
IDT	InvestDigital	investdigital
TV	Ti-Value	ti-value
BCX	BitcoinX	bitcoinx
KWH	KWHCoin	kwhcoin
CHEX	CHEX	chex
VCT	ValueCyberToken	valuecybertoken
TKT	Twinkle	twinkle
MEX	MEX	mex
MCT	Master Contra...	master-contract-token
BEAT	BEAT	beat
WBL	WIZBL	wizbl
WT	WeToken	wetoken
QAC	Quasarcoin	quasarcoin
ASA	Asura Coin	asura-coin
BQT	Blockchain Qu...	blockchain-quotations-index-token
KEY	KEY	key
INCX	International...	internationalcryptox
CRYP	CrypticCoin	crypticcoin
UIP	UnlimitedIP	unlimitedip
FUNDZ	FundToken	fundtoken
BCV	BitCapitalVendor	bitcapitalvendor
MCC	Moving Cloud ...	moving-cloud-coin
LEMO	LemoChain	lemochain
DASC	DasCoin	dascoin
SHOW	Show	show
XMC	Monero Classic	monero-classic
EXT	Experience Token	experience-token
ILC	ILCoin	ilcoin
OC	OceanChain	oceanchain
COU	Couchain	couchain
CRD	CryptalDash	cryptaldash
CIT	CariNet	carinet
MSD	MSD	msd
PXC	Pixie Coin	pixie-coin
DEEX	DEEX	deex
DKPC	DarkPayCoin	darkpaycoin
ETT	EncryptoTel [...	encryptotel-eth
NEWOS	NewsToken	newstoken
READ	Read	read
ERC20	ERC20	erc20
DRG	Dragon Coins	dragon-coins
CLUB	ClubCoin	clubcoin
EMPR	empowr coin	empowr-coin
KST	StarCoin	starcointv
IFC	Infinitecoin	infinitecoin
GOT	ParkinGo	parkingo
SIGMA	SIGMAcoin	sigmacoin
ESCO	EscrowCoin	escrowcoin
RRC	RRCoin	rrcoin
OTB	OTCBTC Token	otcbtc-token
IPC	IPChain	ipchain
BOC	BingoCoin	bingocoin
CEL	Celsius	celsius
VSC	vSportCoin	vsportcoin
BLACK	eosBLACK	eosblack
BNK	Bankera	bankera
SZC	ShopZcoin	shopzcoin
TCN	TCOIN	tcoin
UST	Ultra Salescloud	ultra-salescoud
PRS	PressOne	pressone
RDC	Ordocoin	ordocoin
GZE	GazeCoin	gazecoin
DELIZ	Delizia	delizia
CONI	Coni	coni
EJOY	EJOY	ejoy
XID	Sphre AIR 	sphre-air
CHE	Crypto Harbor...	crypto-harbor-exchange
BIFI	Bitcoin File	bitcoin-file
MAG	Maggie	maggie
C2P	Coin2Play	coin2play
CAN	Content and A...	content-and-ad-network
ETI	EtherInc	etherinc
BZX	Bitcoin Zero	bitcoin-zero
ANON	ANON	anon
BTNT	BitNautic Token	bitnautic-token
BCDT	Blockchain Ce...	blockchain-certified-data-token
CMS	COMSA [ETH]	comsa-eth
ETHO	Ether-1	ether-1
CMS	COMSA [XEM]	comsa-xem
EDS	Endorsit	endorsit
HYB	Hybrid Block	hybrid-block
INCO	Incodium	incodium
XNV	Nerva	nerva
KXC	KingXChain	kingxchain
LSTR	Luna Stars	luna-stars
BCDN	BlockCDN	blockcdn
CDC	Commerce Data...	commerce-data-connection
CEDEX	CEDEX Coin	cedex-coin
MEDIBIT	MediBit	medibit
HRC	Haracoin	haracoin
IHF	Invictus Hype...	invictus-hyperion-fund
SLT	Social Lendin...	social-lending-token
SOP	SoPay	sopay
SWTC	Jingtum Tech	jingtum-tech
QUBE	Qube	qube
CEFS	CryptopiaFeeS...	cryptopiafeeshares
SPND	Spendcoin	spendcoin
HSN	Helper Search...	helper-search-token
BITCF	First Bitcoin...	first-bitcoin-capital
TESLA	TeslaCoilCoin	teslacoilcoin
SNIP	SnipCoin	snipcoin
CMIT	CMITCOIN	cmitcoin
ATD	Atidium	atidium
COBRA	Cobrabytes	cobrabytes
WC	WINCOIN	win-coin
SNO	SaveNode	savenode
GIO	Graviocoin	graviocoin
CANDY	Candy	candy
F1C	Future1coin	future1coin
MEETONE	MEET.ONE	meetone
ORS	ORS Group	ors-group
NUG	Nuggets	nuggets
AT	AWARE	aware
GOD	Bitcoin God	bitcoin-god
SAL	SalPay	salpay
XPAT	Bitnation	bitnation
GARY	President Joh...	president-johnson
XOT	Internet of T...	internet-of-things
PRES	President Trump	president-trump
XTRD	XTRD	xtrd
TDC	Trendercoin	trendercoin
BUBO	Budbo	budbo
NAM	NAM COIN	nam-coin
EMB	EmberCoin	embercoin
RBMC	Rubex Money	rubex-money
STEX	STEX	stex
VLU	Valuto	valuto
ETHM	Ethereum Meta	ethereum-meta
ELLI	Elliot Coin	elliot-coin
LST	Lendroid Supp...	lendroid-support-token
X12	X12 Coin	x12-coin
XQN	Quotient	quotient
VDG	VeriDocGlobal	veridocglobal
DWS	DWS	dws
ALTX	Alttex	alttex
GBG	Golos Gold	golos-gold
ANI	Animecoin	animecoin
PAWS	PAWS Fund	paws-fund
OMEN	OmenCoin	omencoin
PNDM	Pandemia	pandemia
IDOL	IDOL COIN	idol-coin
TER	TerraNova	terranova
TRAID	Traid	traid
SAC	Smart Applica...	smart-application-chain
XMO	Monero Original	monero-original
XRT	XRT Token	xrt-token
CNET	ContractNet	contractnet
GCS	GameChain System	gamechain
CCC	Concierge Coin	concierge-coin
NOR	Noir	noir
MOLK	MobilinkToken	mobilinktoken
EPLUS	EPLUS Coin	eplus-coin
COMP	Compound Coin	compound-coin
ELITE	Ethereum Lite	ethereum-lite
PDX	PayDay Coin	payday-coin
OBX	OBXcoin	obxcoin
XG	GIGA	giga
MOON	Mooncoin	mooncoin
BCARD	CARDbuyers	cardbuyers
EXC	Excaliburcoin	excaliburcoin
CIV	Civitas	civitas
MRQ	MIRQ	mirq
IQT	iQuant	iquant
SJCX	Storjcoin X	storjcoin-x
WA	WA Space	wa-space
ABC	Alphabit	alphabitcoinfund
FRGC	Fargocoin	fargocoin
PROUD	PROUD Money	proud-money
SUP	Superior Coin	superior-coin
WYS	wys Token	wys-token
BUB	Bubble	bubble
HERO	Hero	hero
PCO	Pecunio	pecunio
ATC	Arbitracoin	arbitracoin
RBBT	RabbitCoin	rabbitcoin
AEC	EmaratCoin	emaratcoin
BLAZR	BlazerCoin	blazercoin
VSTR	Vestoria	vestoria
TWIST	TWIST	twist
BIT	First Bitcoin	first-bitcoin
ERA	ERA	blakestar
HNDC	HondaisCoin	hondaiscoin
EAG	EA Coin	ea-coin
BSN	Bastonet	bastonet
PCS	Pabyosi Coin ...	pabyosi-coin-special
CGEN	CommunityGene...	communitygeneration
HPY	Hyper Pay	hyper-pay
AXIOM	Axiom	axiom
QBT	Cubits	cubits
WINK	Wink	wink
LABH	Labh Coin	labh-coin
BTCM	BTCMoon	btcmoon
PLUS1	PlusOneCoin	plusonecoin
CFC	CoffeeCoin	coffeecoin
COTN	CottonCoin	cottoncoin
CEN	Centaure	centaure
POSS	Posscoin	posscoin
TELL	Tellurion	tellurion
SONO	SONO	altcommunity-coin
FRN	Francs	francs
COR	CORION	corion
BFF	BFFDoom	bffdoom
WIC	Wi Coin	wi-coin
SKR	Sakuracoin	sakuracoin
UNRC	UniversalRoya...	universalroyalcoin
ACES	Aces	aces
RUNNERS	Runners	runners
OBTC	Obitan Chain	obitan-chain
MERO	Mero	mero
GRX	GOLD Reward T...	gold-reward-token
CIF	Crypto Improv...	crypto-improvement-fund
DNZ	Adenz	adenz
ZENGOLD	ZenGold	zengold
XCD	CapdaxToken	capdaxtoken
IFP	Infinipay	infinipay
CROP	Cropcoin	cropcoin
RCD	RECORD	record
YUKI	YUKI	yuki
BET	BetaCoin	betacoin
SJW	SJWCoin	sjwcoin
AV	AvatarCoin	avatarcoin
DMC	DynamicCoin	dynamiccoin
HALLO	Halloween Coin	halloween-coin
HNC	Huncoin	huncoin
BIRDS	Birds	birds
MINEX	Minex	minex
MAGN	Magnetcoin	magnetcoin
DUTCH	Dutch Coin	dutch-coin
BTBc	Bitbase	bitbase
NEOG	NEO GOLD	neo-gold
PLX	PlexCoin	plexcoin
VLC	ValueChain	valuechain
ACC	ACChain	acchain
INDI	Indicoin	indicoin
FT	FCoin Token	fcoin-token
CET	CoinEx Token	coinex-token
RPL	Rocket Pool	rocket-pool
EST	Esports Token	esports-token
ECT	SuperEdge	superedge
AT	ABCC Token	abcc-token
DAXT	Digital Asset...	digital-asset-exchange-token
ALC	ALLCOIN	allcoin
AGLT	Agrolot	agrolot
ICNQ	Iconiq Lab Token	iconiq-lab-token
ZT	ZTCoin	ztcoin
PLY	PlayCoin [ERC20]	playcoin-erc20
DT	Dragon Token	dragon-token
APOT	APOT	apot
BGG	Bgogo Token	bgogo-token
EDT	EtherDelta Token	etherdelta-token
